exp_id,system,system_type,division_type,num_stations,product_mix,automation_level,hd_count,tl_count,sa_count,rd_count,total_cars,hd_depth,tl_depth,sa_depth,rd_depth,total_planned_components,depth_degree,S1_BOSP,S2_BAT,S3_RT,S4_FT,S5_FAXS,S6_SSA,S7_CHS,S8_BSA,automation_degree,auto_step_instances,delivery_days,cars_per_day,interarrival_time,schedule_file,system_file,hd_file,tl_file,sa_file,rd_file,opening_hour,closing_hour,num_weeks,IND01,IND02,IND03,IND04,IND05,IND06,IND01_in_threshold,IND02_in_threshold,IND03_in_threshold,IND04_in_threshold,IND05_in_threshold,IND06_in_threshold,threshold_violations,is_feasible,IND01_normalized,IND02_normalized,IND03_normalized,IND04_normalized,IND05_normalized,IND06_normalized
exp012,system_02,workshop,quantity,4,hd,a06,40,0,0,0,40,14,9,7,5,560,1.0,1,1,2,2,2,2,2,2,0.71,400,5,8,1.0,sch_hd_a06.json,system_02.json,car_hd_a06.json,,,,7,17,1,47.2,33.55,6199.6,392.32,1286960,50116.0,True,True,True,True,True,True,0,True,0.45,0.12,0.47,0.97,1.0,1.0
exp017,system_03,line,labor,5,hd,a00,40,0,0,0,40,14,9,7,5,560,1.0,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_hd_a00.json,system_03.json,car_hd_a00.json,,,,7,17,1,65.81,38.08,8795.38,3223.52,1271697,49575.39,True,True,True,True,True,True,0,True,0.0,0.27,0.0,0.26,0.98,0.98
exp018,system_03,line,labor,5,hd,a02,40,0,0,0,40,14,9,7,5,560,1.0,1,1,2,2,1,1,1,1,0.29,160,5,8,1.0,sch_hd_a02.json,system_03.json,car_hd_a02.json,,,,7,17,1,60.88,35.01,8087.86,4252.38,1249216,48843.4,True,True,True,True,True,True,0,True,0.12,0.17,0.13,0.0,0.94,0.95
exp019,system_03,line,labor,5,hd,a04,40,0,0,0,40,14,9,7,5,560,1.0,1,1,2,2,1,2,1,2,0.57,320,5,8,1.0,sch_hd_a04.json,system_03.json,car_hd_a04.json,,,,7,17,1,55.91,31.73,7328.53,3110.75,1284264,50025.1,True,True,True,True,True,True,0,True,0.24,0.06,0.26,0.29,1.0,1.0
exp025,system_05,workshop,quantity,5,hd,a00,40,0,0,0,40,14,9,7,5,560,1.0,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_hd_a00.json,system_05.json,car_hd_a00.json,,,,7,17,1,63.6,36.8,8500.8,425.15,1286960,50116.0,True,True,True,True,True,True,0,True,0.05,0.23,0.05,0.96,1.0,1.0
exp026,system_05,workshop,quantity,5,hd,a02,40,0,0,0,40,14,9,7,5,560,1.0,1,1,2,2,1,1,1,1,0.29,160,5,8,1.0,sch_hd_a02.json,system_05.json,car_hd_a02.json,,,,7,17,1,58.8,33.79,7805.6,418.85,1286960,50116.0,True,True,True,True,True,True,0,True,0.17,0.13,0.18,0.96,1.0,1.0
exp033,system_01,line,labor,3,front,a00,25,15,0,0,40,14,9,7,5,485,0.87,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_front_a00.json,system_01.json,car_hd_a00.json,car_tl_a00.json,,,7,17,1,52.82,51.08,7079.49,1180.18,1012520,39024.7,True,True,True,True,True,True,0,True,0.31,0.71,0.31,0.77,0.58,0.6
exp034,system_01,line,labor,3,front,a02,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,1,1,1,1,0.33,160,5,8,1.0,sch_front_a02.json,system_01.json,car_hd_a02.json,car_tl_a02.json,,,7,17,1,45.9,44.05,6104.45,742.58,1012520,39024.7,True,True,True,True,True,True,0,True,0.48,0.48,0.48,0.88,0.58,0.6
exp035,system_01,line,labor,3,front,a04,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,1,2,1,2,0.54,260,5,8,1.0,sch_front_a04.json,system_01.json,car_hd_a04.json,car_tl_a04.json,,,7,17,1,41.9,39.8,5515.95,649.95,1012520,39024.7,True,True,True,True,True,True,0,True,0.58,0.33,0.59,0.9,0.58,0.6
exp036,system_01,line,labor,3,front,a06,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,2,2,2,2,0.64,310,5,8,1.0,sch_front_a06.json,system_01.json,car_hd_a06.json,car_tl_a06.json,,,7,17,1,38.65,36.81,5100.7,615.48,1012520,39024.7,True,True,True,True,True,True,0,True,0.66,0.23,0.66,0.91,0.58,0.6
exp037,system_02,workshop,quantity,4,front,a00,25,15,0,0,40,14,9,7,5,485,0.87,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_front_a00.json,system_02.json,car_hd_a00.json,car_tl_a00.json,,,7,17,1,48.45,35.19,6502.65,350.2,1012520,39024.7,True,True,True,True,True,True,0,True,0.42,0.18,0.41,0.98,0.58,0.6
exp038,system_02,workshop,quantity,4,front,a02,25,15,0,0,40,14,9,7,5,485,0.87,1,1,2,2,1,1,1,1,0.33,160,5,8,1.0,sch_front_a02.json,system_02.json,car_hd_a02.json,car_tl_a02.json,,,7,17,1,43.65,31.43,5807.45,340.9,1012520,39024.7,True,True,True,True,True,True,0,True,0.54,0.05,0.54,0.98,0.58,0.6
exp041,system_03,line,labor,5,front,a00,25,15,0,0,40,14,9,7,5,485,0.87,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_front_a00.json,system_03.json,car_hd_a00.json,car_tl_a00.json,,,7,17,1,52.2,30.3,6997.65,695.38,1012520,39024.7,True,True,True,True,True,True,0,True,0.33,0.01,0.32,0.89,0.58,0.6
exp049,system_01,line,labor,3,rear,a00,0,0,20,20,40,14,9,7,5,240,0.43,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_rear_a00.json,system_01.json,,,car_sa_a00.json,car_rd_a00.json,7,17,1,38.05,36.74,5093.0,527.92,708860,25352.8,True,True,True,True,True,True,0,True,0.67,0.23,0.66,0.93,0.12,0.1
exp050,system_01,line,labor,3,rear,a02,0,0,20,20,40,14,9,7,5,240,0.43,1,1,2,2,1,1,1,1,0.5,120,5,8,1.0,sch_rear_a02.json,system_01.json,,,car_sa_a02.json,car_rd_a02.json,7,17,1,35.25,33.79,4683.8,540.5,708860,25352.8,True,True,True,True,True,True,0,True,0.74,0.13,0.74,0.93,0.12,0.1
exp065,system_01,line,labor,3,mixed,a00,0,15,15,10,40,14,9,7,5,290,0.52,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_mixed_a00.json,system_01.json,,car_tl_a00.json,car_sa_a00.json,car_rd_a00.json,7,17,1,33.95,32.95,4567.2,473.9,630860,22669.0,True,True,True,True,True,True,0,True,0.77,0.1,0.76,0.95,0.0,0.0
exp081,system_01,line,labor,3,sa_rd,a00,5,5,20,10,40,14,9,7,5,305,0.54,1,1,1,1,1,1,1,1,0.0,0,5,8,1.0,sch_sa_rd_a00.json,system_01.json,car_hd_a00.json,car_tl_a00.json,car_sa_a00.json,car_rd_a00.json,7,17,1,38.95,37.67,5222.25,654.67,721210,26089.1,True,True,True,True,True,True,0,True,0.65,0.26,0.64,0.9,0.14,0.12
exp082,system_01,line,labor,3,sa_rd,a02,5,5,20,10,40,14,9,7,5,305,0.54,1,1,2,2,1,1,1,1,0.46,140,5,8,1.0,sch_sa_rd_a02.json,system_01.json,car_hd_a02.json,car_tl_a02.json,car_sa_a02.json,car_rd_a02.json,7,17,1,35.15,33.69,4670.05,626.85,721210,26089.1,True,True,True,True,True,True,0,True,0.74,0.12,0.74,0.91,0.14,0.12
